0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Semana
21A,21A,21A,21A,22B,22B,22B,22B,22B,22B,23C,23C,23C,23C,23C,23C,
Safety Stock Target (WOS),EffectiveDemand,Total Projected Inventory Balance,Inventory Balance in excess of SST,Yielded Supply,Safety Stock Target,Safety Stock Target (WOS),EffectiveDemand,Total Projected Inventory Balance,Inventory Balance in excess of SST,Yielded Supply,Safety Stock Target,Safety Stock Target (WOS),EffectiveDemand,Total Projected Inventory Balance,Inventory Balance in excess of SST,
0.0,0.0,141337199.35999998,0.0,0.0,0.0,0.0,0.0,164824302.72,0.0,0.0,0.0,0.0,0.0,184132359.936,0.0,
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,1.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,2.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,3.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,4.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,5.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,6.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,7.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,8.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,9.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,10.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,11.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,12.0
1.82,3920865476.2527657,-398900228.9237671,-1078892899.4955273,1694268282.3394976,283186617.3041231,1.561,1541047872.0,318044713.0594976,34858095.75537443,6610182393.901104,706503770.3388937,1.42,4705495605.907281,2088819147.929823,1382315377.590929,13.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,1.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,2.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,3.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,4.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,5.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,6.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,7.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,8.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,9.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,10.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,11.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,12.0
1.82,4857090504.084001,-5255990733.007768,-5801306163.305914,,396739587.2068459,1.561,2358376697.6000004,-2040331984.5405028,-80378541.58553304,,947758578.0083735,1.42,6467992263.665929,-4379173115.736106,-5326931693.744479,13.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,1.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,2.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,3.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,4.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,5.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,6.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,7.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,8.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,9.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,10.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,11.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,12.0
1.82,3895110216.4153285,-9151100949.423096,-9630207940.487917,,213027450.18522596,1.561,2312831674.299999,-4353163658.840502,-363335193.2359594,,1255316127.5691347,1.42,5867076911.480407,-10246250027.216513,-11501566154.785648,13.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,1.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,2.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,3.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,4.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,5.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,6.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,7.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,8.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,9.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,10.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,11.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,12.0
1.82,3422192793.3201494,-12573293742.743244,-13557225594.882847,,228154867.33611038,1.561,1241864059.3757567,-5595027718.216259,-405732846.0412923,,1505515703.428649,1.42,6276580637.845675,-16522830665.062187,-18028346368.490837,13.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,1.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,2.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,3.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,4.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,5.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,6.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,7.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,8.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,9.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,10.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,11.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,12.0
1.82,7028084658.140007,-19601378400.88325,-20000371614.047256,,272551315.15328914,1.561,2660101592.2595825,-8255129310.4758415,-419616845.88287544,,1245147107.3478353,1.42,15055157034.286486,-31577987699.34867,-32823134806.69651,13.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,1.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,2.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,3.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,4.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,5.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,6.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,7.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,8.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,9.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,10.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,11.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,12.0
1.82,2849951522.6000447,-22451329923.483295,-22583561288.2805,,235712126.79309756,1.561,1588864169.055049,-9843993479.530891,-415552357.37585926,,950490474.8088771,1.42,6225735536.739175,-37803723236.087845,-38754213710.89672,13.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,1.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,2.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,3.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,4.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,5.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,6.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,7.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,8.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,9.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,10.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,11.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,12.0
1.82,944509748.5514634,-23395839672.03476,-23603836867.54316,,228618627.10814822,1.561,1479807074.0373838,-11323800553.568275,-436608531.70767224,,557841858.418099,1.42,5118025633.586262,-42921748869.6741,-43479590728.09221,13.0
1.82,1485694253.6314247,-24881533925.666183,-25087438025.914413,,203069711.79957214,1.561,1332754328.4331512,-12656554882.001427,-433538503.6687923,,423382482.23913056,1.42,2789209292.090495,-45710958161.764595,-46134340644.00372,1.0
1.82,1485694253.6314247,-24881533925.666183,-25087438025.914413,,203069711.79957214,1.561,1332754328.4331512,-12656554882.001427,-433538503.6687923,,423382482.23913056,1.42,2789209292.090495,-45710958161.764595,-46134340644.00372,2.0
1.82,1485694253.6314247,-24881533925.666183,-25087438025.914413,,203069711.79957214,1.561,1332754328.4331512,-12656554882.001427,-433538503.6687923,,423382482.23913056,1.42,2789209292.090495,-45710958161.764595,-46134340644.00372,3.0
1.82,1485694253.6314247,-24881533925.666183,-25087438025.914413,,203069711.79957214,1.561,1332754328.4331512,-12656554882.001427,-433538503.6687923,,423382482.23913056,1.42,2789209292.090495,-45710958161.764595,-46134340644.00372,4.0
1.82,1485694253.6314247,-24881533925.666183,-25087438025.914413,,203069711.79957214,1.561,1332754328.4331512,-12656554882.001427,-433538503.6687923,,423382482.23913056,1.42,2789209292.090495,-45710958161.764595,-46134340644.00372,5.0
1.82,1485694253.6314247,-24881533925.666183,-25087438025.914413,,203069711.79957214,1.561,1332754328.4331512,-12656554882.001427,-433538503.6687923,,423382482.23913056,1.42,2789209292.090495,-45710958161.764595,-46134340644.00372,6.0
1.82,1485694253.6314247,-24881533925.666183,-25087438025.914413,,203069711.79957214,1.561,1332754328.4331512,-12656554882.001427,-433538503.6687923,,423382482.23913056,1.42,2789209292.090495,-45710958161.764595,-46134340644.00372,7.0
